player_name,club,position,dominant_foot,nationality_region,age,height_cm,overall_rating,potential_rating,minutes_last_season,goals_last_season,assists_last_season,xg_per90,xa_per90,progressive_actions_per90,pressures_per90,fitness_score,injury_days_last_12m,matches_missed_last_12m,contract_years_left,wage_eur_week,international_caps,champions_league_minutes,club_reputation,league_strength,form_index,sell_on_potential,release_clause_ratio,market_value_eur,data_source,valuation_source,source_rank,source_url
Rafael Ndiaye,Inter Town,CB,Right,UK/Ireland,29,192,47.8,50.4,155,0,0,0.07,0.06,0.2,13.09,86.2,8,1,0.7,1000,0,0,72.1,76,34.9,42.2,1.03,80000,synthetic_training_sample,model_generated,,
Mateo Popescu,United Club,DM,Right,EU,34,183,62.0,59.3,1948,0,0,0.0,0.04,2.74,21.84,83.2,47,7,1.3,3900,0,26,81.3,62,58.4,19.6,2.15,80000,synthetic_training_sample,model_generated,,
Daniel Popescu,City CF,AM,Right,South America,23,173,53.7,54.4,80,0,0,0.12,0.1,1.68,16.2,80.5,18,3,1.4,5400,0,0,71.0,76,44.9,47.1,1.29,80000,synthetic_training_sample,model_generated,,
Rafael Diallo,Sporting Club,GK,Left,EU,17,199,60.9,62.9,1366,0,0,0.0,0.03,0.0,0.0,83.9,7,1,2.6,2900,0,0,68.6,84,61.6,74.5,1.64,80000,synthetic_training_sample,model_generated,,
Arda Okafor,Athletic Club,CB,Right,Africa,31,190,65.0,66.1,387,0,0,0.04,0.08,0.0,3.05,77.3,51,6,1.3,9600,1,0,75.4,69,36.4,40.9,1.8,80000,synthetic_training_sample,model_generated,,
Leo Costa,Racing CF,GK,Left,EU,17,188,45.0,51.1,494,0,0,0.09,0.07,0.75,0.13,92.2,13,2,1.9,1400,0,222,92.4,84,40.3,81.5,1.93,80000,synthetic_training_sample,model_generated,,
Ivan Okafor,United Club,DM,Right,Africa,18,178,64.7,67.9,2259,0,0,0.14,0.0,3.57,22.53,99.0,7,1,2.2,3300,0,0,54.1,62,41.1,75.3,1.89,80000,synthetic_training_sample,model_generated,,
Leo Fernandez,Olympique FC,FB,Right,Africa,30,185,53.3,55.3,80,0,0,0.05,0.03,2.32,20.49,99.0,30,5,1.5,1800,0,13,90.1,91,29.7,38.9,1.62,80000,synthetic_training_sample,model_generated,,
Hugo Popescu,Olympique CF,FB,Right,South America,24,171,62.8,64.1,906,0,0,0.02,0.0,1.94,14.9,81.1,6,1,4.6,4000,0,0,53.5,62,47.5,51.7,1.37,80000,synthetic_training_sample,model_generated,,
Leo Kovac,Sporting Town,GK,Right,UK/Ireland,21,196,50.1,48.0,80,0,0,0.0,0.0,0.19,0.0,95.8,66,9,1.5,1900,0,0,51.4,62,48.3,52.3,1.33,80000,synthetic_training_sample,model_generated,,
Daniel Moreau,Real SC,ST,Left,Africa,27,182,53.0,55.0,105,0,0,0.1,0.02,1.02,11.49,92.9,39,7,3.5,1400,0,0,70.0,62,42.4,46.5,1.13,80000,synthetic_training_sample,model_generated,,
Nico Ndiaye,Athletic CF,DM,Right,EU,31,185,60.6,59.4,150,0,0,0.02,0.1,1.08,12.34,70.6,16,2,2.7,5100,0,0,73.1,76,61.8,22.6,1.76,80000,synthetic_training_sample,model_generated,,
Alex Ndiaye,Sporting Club,FB,Left,EU,23,180,65.7,65.9,722,0,0,0.1,0.08,3.26,11.24,70.0,10,1,1.4,4900,0,0,61.8,62,46.7,51.6,1.4,80000,synthetic_training_sample,model_generated,,
Hugo Rossi,Real CF,ST,Right,EU,21,181,54.0,55.0,80,0,0,0.11,0.03,2.17,11.94,79.1,21,3,2.2,1600,0,0,52.7,62,35.1,69.6,2.08,80000,synthetic_training_sample,model_generated,,
Rafael Costa,Real CF,FB,Left,EU,34,175,61.7,61.1,80,0,0,0.0,0.07,2.16,11.66,63.9,31,5,3.2,4300,0,238,94.1,96,50.5,29.5,2.08,80000,synthetic_training_sample,model_generated,,
Hugo Ndiaye,United CF,ST,Left,South America,22,185,47.2,49.1,194,0,0,0.09,0.01,1.29,12.48,81.8,6,1,1.1,800,0,0,60.1,69,40.0,52.4,1.89,80000,synthetic_training_sample,model_generated,,
Arda Kovac,Racing Town,FB,Left,EU,21,176,60.8,61.2,1396,0,1,0.0,0.03,1.08,15.35,85.7,16,2,1.3,5200,0,0,72.9,62,50.2,61.0,1.68,80000,synthetic_training_sample,model_generated,,
Karim Santos,Real CF,CM,Right,EU,20,177,58.8,58.0,80,0,0,0.01,0.01,1.82,19.12,78.1,92,15,0.6,5900,0,408,100.0,91,38.4,57.3,1.9,80000,synthetic_training_sample,model_generated,,
Hugo Popescu,Olympique CF,FB,Right,North America,29,162,58.8,57.6,80,0,0,0.07,0.05,1.19,10.2,67.8,8,1,1.0,3900,0,0,71.1,76,48.2,39.1,1.62,80000,synthetic_training_sample,model_generated,,
Milan Silva,Racing Town,CB,Right,EU,33,181,54.7,50.3,80,0,0,0.0,0.02,1.16,5.04,72.3,15,2,0.9,2000,0,0,51.6,54,54.0,6.8,1.0,80000,synthetic_training_sample,model_generated,,
Enzo Silva,City Town,FB,Right,Asia,27,178,55.7,55.5,1011,0,0,0.04,0.03,1.94,15.32,85.5,38,5,0.5,1700,0,0,61.1,76,51.8,41.4,2.15,80000,synthetic_training_sample,model_generated,,
Rafael Schmidt,City Town,CM,Right,EU,25,177,58.4,62.1,1125,0,0,0.02,0.01,1.5,15.24,71.8,13,2,0.3,6500,0,269,81.5,69,51.1,70.4,1.12,80000,synthetic_training_sample,model_generated,,
Yusuf Moreau,Sporting SC,W,Right,EU,30,174,47.7,48.0,168,0,0,0.0,0.02,3.27,14.86,81.1,1,0,0.4,1500,0,0,61.7,69,48.7,25.2,1.73,80000,synthetic_training_sample,model_generated,,
Felix Mendes,Racing SC,FB,Right,EU,32,180,50.6,50.6,80,0,0,0.08,0.03,3.28,12.09,72.7,35,6,2.5,3000,0,0,84.8,96,26.8,30.4,1.0,80000,synthetic_training_sample,model_generated,,
Leo Okafor,Real Town,CM,Left,UK/Ireland,26,175,62.6,61.3,80,0,0,0.01,0.09,2.57,17.85,73.1,41,6,3.7,5000,0,0,67.3,62,53.8,52.0,1.55,80000,synthetic_training_sample,model_generated,,
Milan Bennett,Sporting CF,DM,Right,South America,27,178,56.4,54.5,80,0,0,0.06,0.04,1.26,17.67,83.4,6,1,2.0,2100,0,0,43.8,54,40.5,28.9,2.29,80000,synthetic_training_sample,model_generated,,
Karim Aydin,United Town,CB,Right,EU,24,186,60.9,60.9,80,0,0,0.0,0.0,0.66,3.45,75.5,28,4,5.7,4400,0,0,67.8,62,44.7,50.8,2.25,80000,synthetic_training_sample,model_generated,,
Hugo Okafor,City Club,CM,Left,EU,21,182,50.1,52.1,101,0,0,0.0,0.03,3.34,22.78,80.5,34,4,2.5,800,0,0,59.7,69,45.2,48.5,2.26,80000,synthetic_training_sample,model_generated,,
Elias Bennett,United FC,FB,Left,Africa,26,175,49.0,49.1,80,0,0,0.0,0.05,1.02,21.56,88.7,9,2,1.9,1300,0,0,45.8,62,44.1,46.3,1.16,80000,synthetic_training_sample,model_generated,,
Karim Diallo,Inter CF,ST,Right,South America,30,185,65.3,66.9,2844,4,0,0.13,0.01,1.71,14.17,84.1,35,6,0.8,7400,1,0,58.8,69,56.7,50.9,1.74,80000,synthetic_training_sample,model_generated,,
Rafael Silva,Athletic FC,W,Left,EU,17,173,50.1,58.4,393,0,0,0.0,0.09,1.81,15.44,84.3,7,1,1.0,2700,0,168,91.9,96,33.1,100.0,1.79,80000,synthetic_training_sample,model_generated,,
Enzo Schmidt,City SC,FB,Left,UK/Ireland,29,174,49.4,48.3,80,0,0,0.0,0.04,0.8,13.91,75.0,3,0,4.3,1100,0,0,72.4,69,48.1,30.8,2.13,80000,synthetic_training_sample,model_generated,,
Oscar Kovac,Athletic FC,CB,Right,EU,31,192,63.9,59.6,1392,0,0,0.06,0.05,0.65,8.23,90.8,22,3,0.8,3200,0,0,54.8,69,47.9,1.5,1.63,80000,synthetic_training_sample,model_generated,,
Alex Fernandez,United Town,FB,Right,South America,19,187,66.4,69.3,688,0,0,0.0,0.04,4.11,12.41,78.8,19,2,1.4,5100,0,0,66.0,62,47.0,68.3,1.1,80000,synthetic_training_sample,model_generated,,
Enzo Moreau,Sporting FC,DM,Right,EU,36,182,76.3,74.3,2062,2,0,0.07,0.12,2.65,13.75,71.1,19,3,0.8,13800,9,0,71.2,76,72.0,14.1,1.35,80000,synthetic_training_sample,model_generated,,
Milan Fernandez,Sporting Town,CM,Right,EU,29,181,64.0,62.4,723,0,1,0.08,0.09,1.94,15.9,81.6,15,2,1.7,3100,0,185,80.3,84,58.8,25.4,1.36,80000,synthetic_training_sample,model_generated,,
Daniel Garcia,Athletic Town,CB,Right,South America,34,182,65.1,64.2,2120,0,0,0.12,0.06,0.0,10.06,78.0,26,3,1.0,8800,3,0,72.7,76,58.7,33.1,1.84,80000,synthetic_training_sample,model_generated,,
Daniel Santos,Sporting FC,FB,Right,South America,31,182,43.0,51.8,80,0,0,0.03,0.04,1.31,17.94,93.9,16,2,2.9,1000,0,0,50.9,62,38.9,86.2,1.66,80000,synthetic_training_sample,model_generated,,
Hugo Martinez,City Club,CM,Right,EU,27,179,68.2,67.5,144,0,1,0.09,0.04,3.33,11.48,73.8,85,10,3.5,3500,0,0,71.3,62,43.9,35.9,1.87,80000,synthetic_training_sample,model_generated,,
Adam Costa,Sporting FC,GK,Right,EU,20,192,46.6,48.6,80,0,0,0.02,0.0,0.83,0.14,79.7,30,4,0.9,800,0,0,47.7,54,20.9,60.6,1.78,80000,synthetic_training_sample,model_generated,,
Ivan Silva,Inter Club,CM,Right,South America,18,172,51.7,48.0,80,0,0,0.05,0.04,1.43,20.27,86.9,14,2,0.1,900,0,0,55.9,54,45.6,49.0,1.31,80000,synthetic_training_sample,model_generated,,
Noah Popescu,Racing CF,FB,Left,EU,24,174,53.9,52.7,80,0,0,0.0,0.02,2.26,12.02,78.1,19,2,0.7,3600,0,0,76.5,69,32.2,43.4,2.12,80000,synthetic_training_sample,model_generated,,
Daniel Fernandez,City Club,CM,Right,UK/Ireland,25,181,55.0,52.4,170,0,0,0.0,0.0,1.81,17.02,80.6,28,4,1.7,1800,0,0,70.6,69,42.6,32.8,1.83,80000,synthetic_training_sample,model_generated,,
Luca Aydin,United FC,CB,Right,Africa,19,184,55.3,50.3,243,0,0,0.05,0.05,1.11,5.96,79.2,4,1,3.9,2000,0,0,57.1,69,59.4,31.3,1.82,80000,synthetic_training_sample,model_generated,,
Theo Petrov,Real Town,DM,Right,EU,28,189,59.1,62.4,80,0,0,0.1,0.04,1.9,19.75,90.3,13,2,0.6,3600,0,49,69.0,69,60.6,64.0,2.02,80000,synthetic_training_sample,model_generated,,
Luca Bennett,Athletic CF,CB,Right,UK/Ireland,34,184,68.9,68.3,1738,0,0,0.0,0.03,0.0,5.5,66.4,27,5,1.5,10100,4,228,76.5,69,36.2,5.1,1.9,80000,synthetic_training_sample,model_generated,,
Elias Popescu,Real CF,CM,Right,EU,31,176,64.2,59.7,1305,0,0,0.09,0.02,3.45,24.33,86.5,40,5,0.8,3800,0,394,79.2,84,65.2,4.3,2.0,80000,synthetic_training_sample,model_generated,,
Enzo Kovac,City Club,DM,Right,Africa,17,177,55.6,56.7,80,0,0,0.06,0.06,1.37,15.65,89.4,21,3,1.3,5500,0,0,78.3,62,38.4,66.5,1.0,80000,synthetic_training_sample,model_generated,,
Milan Dubois,Inter SC,DM,Left,EU,33,179,53.2,51.2,163,0,0,0.0,0.01,0.94,12.72,67.3,25,3,0.3,1000,0,0,63.9,69,47.1,22.2,1.83,80000,synthetic_training_sample,model_generated,,
Felix Petrov,Sporting CF,DM,Left,South America,17,180,57.8,67.0,80,0,0,0.0,0.02,0.86,12.84,79.3,17,2,1.2,2000,0,0,50.6,54,35.6,100.0,1.62,80000,synthetic_training_sample,model_generated,,
Elias Hansen,Racing CF,CB,Right,South America,20,187,61.7,65.9,805,0,0,0.04,0.0,1.57,4.15,67.6,18,3,3.6,8600,0,0,64.1,54,42.9,65.3,2.17,80000,synthetic_training_sample,model_generated,,
Ivan Diallo,Olympique CF,CB,Right,South America,31,185,67.6,68.4,80,0,0,0.08,0.03,1.93,3.91,63.2,28,4,1.6,9800,1,0,62.0,62,62.7,31.8,1.0,80000,synthetic_training_sample,model_generated,,
Rafael Diallo,United FC,GK,Right,EU,26,189,58.6,56.7,80,0,0,0.0,0.01,0.17,0.0,77.5,1,0,3.5,1800,0,0,48.4,54,66.5,26.5,2.04,80000,synthetic_training_sample,model_generated,,
Felix Kovac,City SC,CM,Right,EU,25,179,59.6,57.9,832,0,0,0.13,0.0,1.97,16.13,77.0,20,2,1.1,6200,0,621,90.8,91,52.7,33.4,1.87,80000,synthetic_training_sample,model_generated,,
Theo Diallo,Athletic Club,FB,Right,Africa,34,176,55.7,55.1,448,0,0,0.05,0.06,1.5,11.61,71.6,12,2,0.8,4100,0,0,91.6,91,48.9,16.3,1.82,80000,synthetic_training_sample,model_generated,,
Daniel Aydin,Olympique Club,CB,Left,North America,19,189,51.1,49.4,227,0,0,0.07,0.04,0.38,10.25,85.8,3,1,3.7,900,0,0,61.1,62,46.5,50.6,1.8,80000,synthetic_training_sample,model_generated,,
Noah Hansen,Sporting Town,DM,Left,North America,26,179,53.2,66.5,80,0,0,0.02,0.04,0.0,17.48,75.5,6,1,2.1,2200,0,0,61.3,62,52.6,100.0,1.99,80000,synthetic_training_sample,model_generated,,
Karim Garcia,Sporting SC,GK,Right,South America,31,201,60.7,59.4,1517,0,0,0.0,0.04,0.0,0.0,81.5,17,2,0.6,5400,0,118,96.1,91,49.6,38.0,1.68,80000,synthetic_training_sample,model_generated,,
Leo Okafor,Real Club,FB,Right,EU,25,178,48.6,48.0,110,0,0,0.0,0.11,1.67,18.13,90.2,2,0,1.9,1100,0,0,75.3,84,42.9,40.3,2.21,80000,synthetic_training_sample,model_generated,,
Arda Hansen,United FC,W,Right,EU,29,181,50.8,51.0,80,0,0,0.06,0.01,2.49,7.2,68.5,3,0,1.6,2300,0,0,87.4,91,51.6,27.1,1.93,80000,synthetic_training_sample,model_generated,,
Enzo Costa,Olympique SC,FB,Right,EU,24,181,59.9,58.5,80,0,0,0.0,0.06,0.87,20.53,95.7,25,3,3.9,3500,0,0,65.1,69,47.8,30.8,2.01,80000,synthetic_training_sample,model_generated,,
Daniel Ndiaye,City SC,FB,Right,EU,32,179,60.2,60.5,995,0,0,0.0,0.1,1.48,12.61,84.4,6,1,1.9,5400,0,136,77.7,76,65.5,33.3,2.3,80000,synthetic_training_sample,model_generated,,
Karim Moreau,Racing Town,GK,Right,Asia,23,186,65.3,65.8,362,0,0,0.0,0.01,0.02,0.0,83.2,97,15,0.2,3000,0,0,63.6,69,46.8,68.1,1.13,80000,synthetic_training_sample,model_generated,,
Felix Martinez,City CF,CM,Right,South America,22,178,56.7,61.7,572,0,0,0.0,0.03,1.46,18.37,76.2,14,2,1.4,5400,0,0,53.0,54,46.8,88.6,2.08,80000,synthetic_training_sample,model_generated,,
Yusuf Kovac,Inter SC,GK,Right,EU,31,194,66.4,64.6,2126,0,0,0.03,0.03,0.25,0.0,70.9,12,2,1.1,12900,4,272,90.0,91,61.4,17.8,1.49,80000,synthetic_training_sample,model_generated,,
Ivan Diallo,United CF,FB,Left,UK/Ireland,20,174,57.7,59.7,80,0,0,0.05,0.03,1.54,13.37,79.7,37,5,0.2,4100,0,0,71.7,69,45.8,69.8,1.18,80000,synthetic_training_sample,model_generated,,
Elias Okafor,Athletic Club,W,Left,EU,27,171,55.5,59.2,80,0,0,0.05,0.06,3.64,10.26,79.3,11,2,0.7,2900,0,0,62.8,54,47.6,62.6,1.38,80000,synthetic_training_sample,model_generated,,
Hugo Ndiaye,Olympique CF,CM,Left,EU,27,176,43.0,48.0,80,0,0,0.02,0.08,2.31,16.15,64.1,9,1,1.8,1400,0,0,64.6,62,26.6,56.9,1.91,80000,synthetic_training_sample,model_generated,,
Daniel Schmidt,United CF,GK,Right,UK/Ireland,30,182,50.3,59.6,80,0,0,0.0,0.0,0.54,3.45,82.9,42,5,4.0,1500,0,0,60.7,69,38.9,86.0,1.23,80000,synthetic_training_sample,model_generated,,
Milan Mendes,United FC,CM,Right,Africa,31,181,51.4,52.6,657,0,0,0.0,0.0,2.09,18.66,82.5,56,7,1.5,3100,0,0,81.7,91,31.4,39.3,1.39,80000,synthetic_training_sample,model_generated,,
Elias Dubois,Sporting Club,AM,Left,EU,22,184,56.7,59.7,1093,1,0,0.15,0.04,2.86,18.25,87.6,45,8,1.8,3400,0,0,64.2,69,50.8,60.1,2.07,80000,synthetic_training_sample,model_generated,,
Yusuf Mendes,Athletic CF,FB,Right,Africa,19,178,45.9,50.8,80,0,0,0.0,0.07,1.2,15.27,85.1,74,11,0.6,1300,0,145,81.2,91,23.2,84.4,1.99,80000,synthetic_training_sample,model_generated,,
Arda Diallo,Racing CF,FB,Right,South America,26,176,52.6,64.0,579,0,1,0.02,0.06,1.99,15.27,71.3,42,7,2.5,900,0,0,78.0,91,48.1,86.7,1.43,80000,synthetic_training_sample,model_generated,,
Karim Santos,Olympique Club,AM,Right,Africa,33,186,47.4,49.4,80,0,0,0.17,0.04,3.16,14.93,72.5,21,3,2.0,1200,0,0,63.3,76,43.6,48.4,1.64,80000,synthetic_training_sample,model_generated,,
Theo Silva,United Club,W,Right,South America,32,172,58.2,56.9,574,0,0,0.04,0.0,1.39,13.64,87.8,13,2,3.9,1600,0,0,49.0,54,48.2,30.4,1.49,80000,synthetic_training_sample,model_generated,,
Adam Fernandez,United Town,DM,Right,North America,31,190,59.5,60.3,1076,0,1,0.04,0.06,1.98,17.57,80.7,13,2,0.6,7800,0,0,70.3,76,43.4,42.1,1.25,80000,synthetic_training_sample,model_generated,,
Noah Aydin,Athletic SC,GK,Right,EU,17,190,57.7,67.7,451,0,0,0.07,0.08,0.45,2.31,81.6,6,1,1.2,3200,0,0,66.2,76,56.3,96.4,2.0,80000,synthetic_training_sample,model_generated,,
Luca Moreau,Inter CF,CM,Both,EU,18,173,57.6,54.6,1621,0,0,0.04,0.08,2.8,16.47,86.0,36,6,4.2,2800,0,0,73.7,84,43.0,59.9,1.68,80000,synthetic_training_sample,model_generated,,
Rafael Okafor,City Club,CM,Both,EU,33,181,53.2,51.1,470,0,0,0.14,0.04,0.46,16.37,84.2,7,1,4.8,1400,0,0,78.9,84,31.9,22.0,1.62,80000,synthetic_training_sample,model_generated,,
Elias Rossi,Inter CF,W,Left,Asia,22,170,57.8,58.8,136,0,0,0.0,0.08,2.32,12.19,83.2,10,2,4.6,4100,0,0,81.2,91,50.3,58.2,1.74,80000,synthetic_training_sample,model_generated,,
Rafael Moreau,Racing Town,CB,Both,South America,28,191,59.8,60.4,1171,0,0,0.02,0.07,1.06,6.03,76.9,4,1,0.9,1700,0,0,53.3,62,55.8,40.4,1.79,80000,synthetic_training_sample,model_generated,,
Hugo Santos,United FC,FB,Left,UK/Ireland,25,183,60.7,58.6,638,0,0,0.0,0.04,2.77,15.6,79.9,24,3,0.5,1700,0,0,55.2,69,48.5,46.2,1.27,80000,synthetic_training_sample,model_generated,,
Elias Silva,Real SC,AM,Right,South America,27,186,51.3,52.7,1042,0,0,0.1,0.0,2.46,21.49,97.8,17,2,2.3,2000,0,0,90.6,91,48.3,48.0,2.08,80000,synthetic_training_sample,model_generated,,
Hugo Aydin,Real Club,ST,Left,South America,31,183,55.5,55.7,108,0,0,0.1,0.03,0.85,9.55,83.4,6,1,1.5,2200,0,55,87.0,76,51.7,41.4,1.9,80000,synthetic_training_sample,model_generated,,
Nico Mendes,Olympique SC,FB,Right,South America,26,176,50.1,48.0,80,0,0,0.0,0.01,1.47,13.59,65.0,39,5,2.1,800,0,0,72.7,76,28.4,40.4,1.7,80000,synthetic_training_sample,model_generated,,
Felix Popescu,Real Town,CM,Right,EU,23,186,55.0,59.0,181,0,0,0.07,0.07,1.65,16.19,72.0,27,5,0.3,2800,0,0,65.4,62,40.0,63.0,1.96,80000,synthetic_training_sample,model_generated,,
Rafael Silva,Racing Club,AM,Right,Africa,25,181,51.4,59.0,80,0,0,0.12,0.08,3.04,13.65,81.9,12,2,0.9,1100,0,0,76.6,84,49.9,79.1,2.7,80000,synthetic_training_sample,model_generated,,
Rafael Martinez,Sporting SC,DM,Right,Africa,25,182,49.1,51.3,80,0,0,0.06,0.02,1.11,18.33,72.4,32,5,5.3,3100,0,0,76.2,76,37.8,55.5,1.59,80000,synthetic_training_sample,model_generated,,
Theo Diallo,Inter CF,CM,Right,EU,27,178,60.7,60.0,1530,1,1,0.03,0.01,1.17,22.66,85.5,21,3,1.3,4000,0,0,70.7,69,57.2,32.0,1.54,80000,synthetic_training_sample,model_generated,,
Hugo Rossi,City Town,GK,Right,EU,21,193,60.1,66.7,80,0,0,0.03,0.0,0.0,0.26,75.3,9,1,3.0,2000,0,0,56.6,54,53.0,79.3,2.02,80000,synthetic_training_sample,model_generated,,
Rafael Ndiaye,Real CF,DM,Right,EU,27,181,65.1,62.2,1886,0,0,0.0,0.07,3.24,18.3,92.2,10,1,1.6,2100,0,0,44.8,62,55.6,31.8,1.75,80000,synthetic_training_sample,model_generated,,
Theo Garcia,Racing Club,GK,Right,Africa,29,187,54.5,54.4,80,0,0,0.0,0.06,0.77,1.56,68.1,14,2,4.0,4200,0,0,79.4,76,37.3,32.2,1.21,80000,synthetic_training_sample,model_generated,,
Hugo Dubois,Athletic CF,CB,Right,South America,27,193,59.3,58.6,1184,0,0,0.08,0.0,0.7,9.06,85.6,4,1,0.4,2300,0,0,57.6,62,41.1,31.7,1.63,80000,synthetic_training_sample,model_generated,,
Leo Hansen,Olympique Club,ST,Right,UK/Ireland,24,180,62.6,60.7,703,0,0,0.04,0.01,1.54,10.46,61.7,37,5,3.0,3000,0,0,54.0,62,42.2,38.3,1.62,80000,synthetic_training_sample,model_generated,,
Nico Martinez,Real CF,GK,Left,UK/Ireland,22,198,57.0,64.1,80,0,0,0.04,0.05,0.06,0.63,64.9,26,4,2.3,3000,0,0,80.2,76,41.0,80.1,2.08,80000,synthetic_training_sample,model_generated,,
Adam Dubois,Sporting Town,AM,Both,Africa,20,187,57.2,57.8,522,0,2,0.02,0.08,3.04,14.87,74.7,63,8,5.2,6700,0,0,60.1,62,47.9,51.4,2.16,80000,synthetic_training_sample,model_generated,,
Alex Bennett,Inter FC,CB,Right,South America,27,187,58.3,56.9,829,0,0,0.05,0.07,2.03,11.93,87.6,34,6,2.8,3900,0,0,61.0,62,35.5,47.0,1.89,80000,synthetic_training_sample,model_generated,,
Leo Rossi,City Town,FB,Right,EU,31,174,63.6,61.9,1848,1,1,0.02,0.09,1.81,14.89,80.5,6,1,2.0,4200,0,0,74.1,84,55.3,22.3,1.88,80000,synthetic_training_sample,model_generated,,
Hugo Bennett,Inter Club,CM,Right,South America,18,176,58.3,67.7,110,0,0,0.1,0.0,1.18,13.82,70.9,2,0,3.0,2900,0,0,56.7,54,43.5,100.0,1.87,80000,synthetic_training_sample,model_generated,,
Karim Aydin,Inter CF,CM,Right,EU,19,186,53.3,51.8,80,0,0,0.05,0.03,0.82,15.64,80.5,5,1,0.7,3400,0,0,67.3,69,46.9,57.9,2.01,80000,synthetic_training_sample,model_generated,,
Adam Garcia,Sporting FC,DM,Right,Africa,32,180,59.8,61.1,1388,0,0,0.08,0.02,1.56,18.53,86.4,65,9,3.6,9000,0,118,84.9,84,59.0,36.9,1.85,80000,synthetic_training_sample,model_generated,,
Adam Popescu,City Club,AM,Right,EU,29,170,58.6,54.2,258,0,0,0.03,0.05,3.25,16.44,85.9,24,3,2.6,2300,0,0,65.2,69,47.9,12.9,2.06,80000,synthetic_training_sample,model_generated,,
Milan Fernandez,Athletic FC,CM,Both,North America,23,187,51.2,55.3,80,0,0,0.02,0.0,1.67,21.17,79.8,22,3,1.8,1900,0,0,68.5,62,37.3,73.5,1.98,80000,synthetic_training_sample,model_generated,,
Elias Garcia,City SC,GK,Right,Africa,36,192,63.1,63.5,1067,0,0,0.0,0.12,0.0,0.0,81.1,19,3,3.1,6500,1,281,77.5,84,55.4,12.4,2.35,80000,synthetic_training_sample,model_generated,,
Alex Fernandez,City SC,AM,Right,EU,34,178,51.0,51.6,80,0,0,0.0,0.06,2.32,20.82,83.7,32,4,0.7,1800,0,0,90.0,84,38.0,19.1,1.42,80000,synthetic_training_sample,model_generated,,
Ivan Ndiaye,Real FC,FB,Right,EU,18,181,54.7,62.6,80,0,0,0.04,0.13,3.57,11.74,83.5,7,1,4.6,3100,0,0,63.6,62,35.9,94.6,1.96,80000,synthetic_training_sample,model_generated,,
Leo Aydin,Athletic CF,AM,Right,EU,21,168,58.4,62.7,80,0,0,0.0,0.14,2.99,14.62,83.0,41,6,1.9,2400,0,0,59.1,62,40.8,65.1,1.23,80000,synthetic_training_sample,model_generated,,
Karim Petrov,Olympique CF,GK,Right,EU,31,190,62.6,64.6,1370,0,0,0.06,0.04,0.0,0.0,77.7,8,1,0.5,4400,1,263,91.4,91,57.0,45.0,1.42,80000,synthetic_training_sample,model_generated,,
Leo Kovac,Racing Town,GK,Right,Africa,30,191,60.8,62.3,446,0,0,0.0,0.09,0.63,0.0,71.2,18,2,2.7,4200,0,0,61.9,62,54.3,36.6,1.15,80000,synthetic_training_sample,model_generated,,
Theo Costa,Olympique Town,CM,Right,EU,24,182,52.2,57.7,206,0,0,0.05,0.01,0.52,21.3,81.6,5,1,1.2,3200,0,23,83.5,76,38.8,71.2,1.14,80000,synthetic_training_sample,model_generated,,
Leo Aydin,City FC,FB,Both,EU,33,183,55.1,51.0,555,0,0,0.0,0.08,0.68,15.78,83.2,19,2,1.3,1900,0,0,71.3,69,41.5,6.4,1.6,80000,synthetic_training_sample,model_generated,,
Enzo Diallo,Inter SC,W,Both,EU,31,177,64.9,66.6,577,0,1,0.13,0.17,3.03,14.72,70.0,38,7,1.1,4600,1,0,56.6,69,46.8,40.4,1.64,80000,synthetic_training_sample,model_generated,,
Enzo Garcia,Inter CF,CM,Left,South America,19,171,62.6,61.1,1045,0,1,0.0,0.04,2.27,19.64,84.3,2,0,1.7,1600,0,0,61.3,69,54.2,49.4,2.03,80000,synthetic_training_sample,model_generated,,
Luca Mendes,City SC,W,Right,UK/Ireland,28,174,48.8,48.0,80,0,0,0.11,0.03,2.66,14.24,85.8,22,3,1.0,1800,0,0,57.6,54,42.7,32.2,1.9,80000,synthetic_training_sample,model_generated,,
Yusuf Silva,Olympique CF,GK,Right,Africa,26,188,60.1,62.4,80,0,0,0.02,0.04,0.0,1.56,60.7,5,1,1.7,4800,0,0,60.0,76,47.3,42.8,1.38,80000,synthetic_training_sample,model_generated,,
Arda Kovac,City FC,AM,Right,EU,19,176,62.1,62.4,1935,1,3,0.0,0.11,1.49,15.87,77.4,17,2,2.7,8300,0,58,62.3,62,64.6,42.5,1.36,80000,synthetic_training_sample,model_generated,,
Enzo Costa,Racing Club,CB,Right,EU,21,183,47.4,48.7,380,0,0,0.07,0.06,0.37,10.75,87.1,1,0,3.3,1600,0,491,96.1,91,50.4,63.0,1.81,80000,synthetic_training_sample,model_generated,,
Rafael Okafor,Real CF,AM,Right,UK/Ireland,24,172,56.4,55.2,1197,1,0,0.0,0.09,2.37,17.31,88.3,19,2,0.8,1500,0,0,69.1,76,33.8,30.7,1.47,80000,synthetic_training_sample,model_generated,,
Leo Ndiaye,Racing SC,FB,Right,Africa,29,168,58.6,54.9,173,0,0,0.07,0.03,2.39,17.57,73.1,41,5,2.1,2700,0,0,56.1,69,47.3,16.1,1.52,80000,synthetic_training_sample,model_generated,,
